timestamp,dataset,strategy,modelo,accuracy,macro_f1,macro_precision,macro_recall,pcd,forest_size,n_clients,use_weighted,local_weight,n_estimators,seed,convergence_round
2026-05-09 15:34:44,Iris,s9_roulette,Global,0.9,0.8997,0.9024,0.9,0.0,20,2,True,0.0,250,42,2
2026-05-09 15:34:44,Iris,s9_roulette,Client_0,0.9,0.8997,0.9024,0.9,0.1818,10,2,True,0.0,250,42,2
2026-05-09 15:34:44,Iris,s9_roulette,Client_1,0.9667,0.9666,0.9697,0.9667,0.0,10,2,True,0.0,250,42,2
